Gene_ID	Final_Annotation
1_469	Fimbrial subunit type 1
1_470	Chaperone protein FimC
1_471	NULL
1_472	Type 1 fimbrin D-mannose specific adhesin
1_473	Fimbrial-like protein FimF
1_474	Fimbriae Z protein
1_475	Integrase
1_476	Putative uncharacterized protein ExoD
1_477	Hypothetical protein
1_478	Transposase InsE for insertion sequence IS3
1_479	Transposase InsF for insertion sequence IS3fB
1_480	Multidrug transporter EmrE
1_481	Uncharacterized protein YbcK
1_482	UPF0098 protein YbcL
1_483	Uncharacterized HTH-type transcriptional regulator YbcM
1_484	Uncharacterized protein in rusA 5'region
1_485	Hypothetical protein
1_486	Putative nuclease ybcO
1_487	Crossover junction endodeoxyribonuclease RusA
1_488	Hypothetical protein
1_489	Antitermination protein Q
1_490	Hypothetical protein
1_491	Transposase InsH for insertion sequence element IS5Y
1_492	Outer membrane porin PhoE
1_493	Hypothetical protein
1_494	SAR-endolysin {ECO:0000255|HAMAP-Rule:MF_04136}
1_495	Spanin, inner membrane subunit {ECO:0000255|HAMAP-Rule:MF_04137}
1_496	Lipoprotein bor
1_497	Uncharacterized protein YdfO
1_498	Hypothetical protein
1_499	P21 prophage-derived terminase small subunit
1_500	ATPase {ECO:0000255|HAMAP-Rule:MF_04144}
1_501	Putative uncharacterized protein YbcY
1_502	Hypothetical protein
1_503	HTH-type transcriptional regulator AppY
1_504	Coagulase/fibrinolysin
1_505	HTH-type transcriptional regulator AdiY
1_506	Uncharacterized protein YbcH
1_507	Bacteriophage adsorption protein A {ECO:0000305}
1_508	Bacteriophage N4 adsorption protein B
1_509	Sensor protein IrlS
1_510	Transcriptional regulatory protein HprR {ECO:0000305}
1_511	Outer membrane protein OprJ
1_512	Cation efflux system protein CusF
1_513	Putative membrane fusion protein SilB
1_514	Nickel and cobalt resistance protein CnrA
1_515	Lysine/arginine permease
1_516	Miniconductance mechanosensitive channel YbdG
1_517	Oxygen-insensitive NAD(P)H nitroreductase
1_518	Uncharacterized protein YbdF
1_519	Hypothetical protein
1_520	Putative glutamate--cysteine ligase 2 {ECO:0000255|HAMAP-Rule:MF_01609}
1_521	Hypothetical protein
1_522	Transposase for insertion sequence element IS421
1_523	Hypothetical protein
1_524	Enterobactin synthase component D {ECO:0000250|UniProtKB:P19925}
1_525	NULL
1_526	Iron(III) enterobactin esterase {ECO:0000250|UniProtKB:P13039}
1_527	Hypothetical protein
1_528	Malpibaldin synthetase {ECO:0000303|PubMed:33158886}
1_529	NULL
1_530	Petrobactin import ATP-binding protein FpuC {ECO:0000305}
1_531	Probable siderophore transport system permease protein YfhA
1_532	NULL
1_533	Enterobactin exporter EntS {ECO:0000255|HAMAP-Rule:MF_01436}
1_534	Ferric enterobactin-binding periplasmic protein FepB {ECO:0000305}
1_535	Vibriobactin-specific isochorismate synthase
1_536	Salicyl-AMP ligase / salicyl-S-ArCP synthetase {ECO:0000305}
1_537	Phenazine biosynthesis protein PhzD2 {ECO:0000303|PubMed:11591691}
1_538	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
1_539	Proofreading thioesterase EntH {ECO:0000255|HAMAP-Rule:MF_00907}
1_540	Peptide transporter CstA {ECO:0000305}
1_541	Hypothetical protein
1_542	Hydroxycarboxylate dehydrogenase A {ECO:0000303|PubMed:27941785}
1_543	Probable N-succinyldiaminopimelate aminotransferase DapC
1_544	NULL
1_545	NULL
1_546	Uncharacterized HTH-type transcriptional regulator YbdO
1_547	Thiol:disulfide interchange protein DsbG
1_548	Alkyl hydroperoxide reductase C
1_549	Alkyl hydroperoxide reductase subunit F
1_550	Universal stress protein G
1_551	Zinc-type alcohol dehydrogenase-like protein C1198.01
1_552	Hypothetical protein
1_553	Regulator of nucleoside diphosphate kinase {ECO:0000255|HAMAP-Rule:MF_00954}
1_554	Ribonuclease I
1_555	Dicarboxylate transporter 1, chloroplastic
1_556	Probable 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase {ECO:0000255|HAMAP-Rule:MF_00397}
1_557	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
1_558	Citrate lyase alpha chain
1_559	Citrate lyase subunit beta
1_560	Citrate lyase acyl carrier protein {ECO:0000255|HAMAP-Rule:MF_00805}
1_561	[Citrate [pro-3S]-lyase] ligase
1_562	Sensor protein CitS
1_563	Transcriptional regulatory protein CitB
1_564	Putative cryptic C4-dicarboxylate transporter DcuD
1_565	Lipid A palmitoyltransferase PagP {ECO:0000255|HAMAP-Rule:MF_00837}
1_566	Hypothetical protein
1_567	Putative fluoride ion transporter CrcB {ECO:0000255|HAMAP-Rule:MF_00454}
1_568	Hypothetical protein
1_569	Putative protein YbeM
1_570	Hypothetical protein
1_571	Lipoyl synthase {ECO:0000255|HAMAP-Rule:MF_00206}
1_572	Uncharacterized HTH-type transcriptional regulator YbeF
1_573	Octanoyltransferase {ECO:0000255|HAMAP-Rule:MF_00013}
1_574	Hypothetical protein
1_575	D-alanyl-D-alanine carboxypeptidase DacD
1_576	Endolytic peptidoglycan transglycosylase RlpA {ECO:0000255|HAMAP-Rule:MF_02071}
1_577	Peptidoglycan glycosyltransferase MrdB {ECO:0000255|HAMAP-Rule:MF_02079}
1_578	Peptidoglycan D,D-transpeptidase MrdA {ECO:0000255|HAMAP-Rule:MF_02081}
1_579	Ribosomal RNA large subunit methyltransferase H {ECO:0000255|HAMAP-Rule:MF_00658}
1_580	Ribosomal silencing factor RsfS {ECO:0000255|HAMAP-Rule:MF_01477}
1_581	Adenosylcobalamin/alpha-ribazole phosphatase
1_582	Probable nicotinate-nucleotide adenylyltransferase {ECO:0000255|HAMAP-Rule:MF_00244}
1_583	DNA polymerase III subunit delta
1_584	LPS-assembly lipoprotein LptE {ECO:0000255|HAMAP-Rule:MF_01186}
1_585	Leucine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00049}
1_586	Uncharacterized protein YbeL
1_587	Sel1-repeat-containing protein YbeQ
1_588	Uncharacterized protein YbeU
1_589	Uncharacterized J domain-containing protein DjlC
1_590	Sel1-repeat-containing protein YbeT
1_591	Uncharacterized protein YbeR
1_592	Uncharacterized J domain-containing protein DjlB
1_593	Chaperone protein DnaK {ECO:0000255|HAMAP-Rule:MF_00332}
1_594	Pyrimidine-specific ribonucleoside hydrolase RihA {ECO:0000255|HAMAP-Rule:MF_01431}
1_595	Arginine transport ATP-binding protein ArtP
1_596	NULL
1_597	NULL
1_598	NULL
1_599	Transposase InsH for insertion sequence element IS5Y
1_600	Outer membrane porin PhoE
1_601	Hypothetical protein
1_602	SAR-endolysin {ECO:0000255|HAMAP-Rule:MF_04136}
1_603	Spanin, inner membrane subunit {ECO:0000255|HAMAP-Rule:MF_04137}
1_604	Lipoprotein bor
1_605	Uncharacterized protein YdfO
1_606	Hypothetical protein
1_607	P21 prophage-derived terminase small subunit
1_608	ATPase {ECO:0000255|HAMAP-Rule:MF_04144}
1_609	Putative uncharacterized protein YbcY
1_610	Hypothetical protein
1_611	HTH-type transcriptional regulator AppY
1_612	Coagulase/fibrinolysin
1_613	HTH-type transcriptional regulator AdiY
1_614	Uncharacterized protein YbcH
1_615	Bacteriophage adsorption protein A {ECO:0000305}
1_616	Bacteriophage N4 adsorption protein B
1_617	Sensor protein IrlS
1_618	Transcriptional regulatory protein HprR {ECO:0000305}
1_619	Outer membrane protein OprJ
1_620	Cation efflux system protein CusF
1_621	Putative membrane fusion protein SilB
1_622	Nickel and cobalt resistance protein CnrA
1_623	Lysine/arginine permease
1_624	Miniconductance mechanosensitive channel YbdG
1_625	Oxygen-insensitive NAD(P)H nitroreductase
1_626	Uncharacterized protein YbdF
1_627	Hypothetical protein
1_628	Putative glutamate--cysteine ligase 2 {ECO:0000255|HAMAP-Rule:MF_01609}
1_629	Hypothetical protein
1_630	Transposase for insertion sequence element IS421
1_631	Hypothetical protein
1_632	Enterobactin synthase component D {ECO:0000250|UniProtKB:P19925}
1_633	NULL
1_634	Iron(III) enterobactin esterase {ECO:0000250|UniProtKB:P13039}
1_635	Hypothetical protein
1_636	Malpibaldin synthetase {ECO:0000303|PubMed:33158886}
1_637	NULL
1_638	Petrobactin import ATP-binding protein FpuC {ECO:0000305}
1_639	Probable siderophore transport system permease protein YfhA
1_640	NULL
1_641	Enterobactin exporter EntS {ECO:0000255|HAMAP-Rule:MF_01436}
1_642	Ferric enterobactin-binding periplasmic protein FepB {ECO:0000305}
1_643	Vibriobactin-specific isochorismate synthase
1_644	Salicyl-AMP ligase / salicyl-S-ArCP synthetase {ECO:0000305}
1_645	Phenazine biosynthesis protein PhzD2 {ECO:0000303|PubMed:11591691}
1_646	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
1_647	Proofreading thioesterase EntH {ECO:0000255|HAMAP-Rule:MF_00907}
1_648	Peptide transporter CstA {ECO:0000305}
1_649	Hypothetical protein
1_650	Hydroxycarboxylate dehydrogenase A {ECO:0000303|PubMed:27941785}
1_651	Probable N-succinyldiaminopimelate aminotransferase DapC
1_652	NULL
1_653	NULL
1_654	Uncharacterized HTH-type transcriptional regulator YbdO
1_655	Thiol:disulfide interchange protein DsbG
1_656	Alkyl hydroperoxide reductase C
1_657	Alkyl hydroperoxide reductase subunit F
1_658	Universal stress protein G
1_659	Zinc-type alcohol dehydrogenase-like protein C1198.01
1_660	Hypothetical protein
1_661	Regulator of nucleoside diphosphate kinase {ECO:0000255|HAMAP-Rule:MF_00954}
1_662	Ribonuclease I
1_663	Dicarboxylate transporter 1, chloroplastic
1_664	Probable 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase {ECO:0000255|HAMAP-Rule:MF_00397}
1_665	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
1_666	Citrate lyase alpha chain
1_667	Citrate lyase subunit beta
1_668	Citrate lyase acyl carrier protein {ECO:0000255|HAMAP-Rule:MF_00805}
1_669	[Citrate [pro-3S]-lyase] ligase
1_670	Sensor protein CitS
1_671	Transcriptional regulatory protein CitB
1_672	Putative cryptic C4-dicarboxylate transporter DcuD
1_673	Lipid A palmitoyltransferase PagP {ECO:0000255|HAMAP-Rule:MF_00837}
1_674	Hypothetical protein
1_675	Putative fluoride ion transporter CrcB {ECO:0000255|HAMAP-Rule:MF_00454}
1_676	Hypothetical protein
1_677	Putative protein YbeM
1_678	Hypothetical protein
1_679	Lipoyl synthase {ECO:0000255|HAMAP-Rule:MF_00206}
1_680	Uncharacterized HTH-type transcriptional regulator YbeF
1_681	Octanoyltransferase {ECO:0000255|HAMAP-Rule:MF_00013}
1_682	Hypothetical protein
1_683	D-alanyl-D-alanine carboxypeptidase DacD
1_684	Endolytic peptidoglycan transglycosylase RlpA {ECO:0000255|HAMAP-Rule:MF_02071}
1_685	Peptidoglycan glycosyltransferase MrdB {ECO:0000255|HAMAP-Rule:MF_02079}
1_686	Peptidoglycan D,D-transpeptidase MrdA {ECO:0000255|HAMAP-Rule:MF_02081}
1_687	Ribosomal RNA large subunit methyltransferase H {ECO:0000255|HAMAP-Rule:MF_00658}
1_688	Ribosomal silencing factor RsfS {ECO:0000255|HAMAP-Rule:MF_01477}
1_689	Adenosylcobalamin/alpha-ribazole phosphatase
1_690	Probable nicotinate-nucleotide adenylyltransferase {ECO:0000255|HAMAP-Rule:MF_00244}
1_691	DNA polymerase III subunit delta
1_692	LPS-assembly lipoprotein LptE {ECO:0000255|HAMAP-Rule:MF_01186}
1_693	Leucine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00049}
1_694	Uncharacterized protein YbeL
1_695	Sel1-repeat-containing protein YbeQ
1_696	Uncharacterized protein YbeU
1_697	Uncharacterized J domain-containing protein DjlC
1_698	Sel1-repeat-containing protein YbeT
1_699	Uncharacterized protein YbeR
1_700	Uncharacterized J domain-containing protein DjlB
1_701	Chaperone protein DnaK {ECO:0000255|HAMAP-Rule:MF_00332}
1_702	Pyrimidine-specific ribonucleoside hydrolase RihA {ECO:0000255|HAMAP-Rule:MF_01431}
1_703	Arginine transport ATP-binding protein ArtP
1_704	NULL
1_705	NULL
1_706	NULL
1_707	Transposase InsH for insertion sequence element IS5Y
1_708	Apolipoprotein N-acyltransferase {ECO:0000255|HAMAP-Rule:MF_01148}
1_709	Magnesium and cobalt efflux protein CorC
1_710	Endoribonuclease YbeY {ECO:0000255|HAMAP-Rule:MF_00009}
1_711	PhoH-like protein
1_712	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase {ECO:0000255|HAMAP-Rule:MF_01864}
1_713	2-octaprenylphenol hydroxylase
1_714	Probable asparagine synthetase [glutamine-hydrolyzing]
1_715	Dihydroxyacetone phosphatase {ECO:0000303|PubMed:23108048}
1_716	Protein mlc
1_717	N-acetylglucosamine-6-phosphate deacetylase {ECO:0000250|UniProtKB:P0AF18}
1_718	Glucosamine-6-phosphate deaminase {ECO:0000255|HAMAP-Rule:MF_01241}
1_719	Glucose-specific phosphotransferase enzyme IIA component {ECO:0000250|UniProtKB:Q57071}
1_720	Hypothetical protein
1_721	Glutamine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00126}
1_722	Chitoporin
1_723	Uncharacterized lipoprotein ChiQ
1_724	NULL
1_725	Flavodoxin
1_726	Uncharacterized protein YbfE
1_727	Putative esterase/lipase HI_0193
1_728	Negative modulator of initiation of replication {ECO:0000255|HAMAP-Rule:MF_00908}
1_729	Phosphoglucomutase
1_730	Uncharacterized lipoprotein YbfP
1_731	Hypothetical protein
1_732	Arginine/agmatine antiporter
1_733	Inducible lysine decarboxylase
1_734	Hypothetical protein
1_735	Transcriptional regulatory protein KdpE
1_736	Sensor histidine kinase KdpD {ECO:0000303|PubMed:20498265}
1_737	Potassium-transporting ATPase KdpC subunit {ECO:0000255|HAMAP-Rule:MF_00276}
1_738	Potassium-transporting ATPase ATP-binding subunit {ECO:0000255|HAMAP-Rule:MF_00285}
1_739	Potassium-transporting ATPase potassium-binding subunit {ECO:0000255|HAMAP-Rule:MF_00275}
1_740	Hypothetical protein
1_741	Toxin protein Tse5 {ECO:0000303|PubMed:24794869}
1_742	Uncharacterized protein YbfB
1_743	Putative uncharacterized protein YibJ
1_744	Uncharacterized protein YbfC
1_745	Hypothetical protein
1_746	Putative transposase YncI
1_747	Putative transposase YncI
1_748	Uncharacterized protein YbgA
1_749	Deoxyribodipyrimidine photo-lyase
1_750	Dipeptide and tripeptide permease C {ECO:0000305}
1_751	GTP cyclohydrolase 1 type 2 homolog
1_752	5-oxoprolinase subunit B {ECO:0000305}
1_753	5-oxoprolinase subunit C {ECO:0000250|UniProtKB:P75745}
1_754	5-oxoprolinase subunit A {ECO:0000255|HAMAP-Rule:MF_00691}
1_755	Endonuclease 8 {ECO:0000255|HAMAP-Rule:MF_01253}
1_756	Putative regulator AbrB
1_757	Uncharacterized protein YbgO
1_758	Uncharacterized fimbrial chaperone YbgP
1_759	Outer membrane usher protein HtrE
1_760	Uncharacterized fimbrial-like protein YbgD
1_761	Citrate synthase 3, peroxisomal
1_762	Hypothetical protein
1_763	Succinate dehydrogenase cytochrome b556 subunit
1_764	Succinate dehydrogenase hydrophobic membrane anchor subunit
1_765	Fumarate reductase flavoprotein subunit
1_766	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial
1_767	2-oxoglutarate dehydrogenase E1 component {ECO:0000255|HAMAP-Rule:MF_01169}
1_768	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial
1_769	Succinate--CoA ligase [ADP-forming] subunit beta {ECO:0000255|HAMAP-Rule:MF_00558}
1_770	Succinate--CoA ligase [ADP-forming] subunit alpha {ECO:0000255|HAMAP-Rule:MF_01988}
1_771	Mannosyl-D-glycerate transport/metabolism system repressor MngR
1_772	PTS system fructose-like EIIC component {ECO:0000305|PubMed:8019415}
1_773	Mannosylglycerate hydrolase
1_774	Cytochrome bd ubiquinol oxidase subunit 1
1_775	Cytochrome bd-II ubiquinol oxidase subunit 2
1_776	Hypothetical protein
1_777	Uncharacterized protein YbgE
1_778	Acyl-CoA thioester hydrolase YbgC
1_779	Tol-Pal system protein TolQ {ECO:0000255|HAMAP-Rule:MF_02202}
1_780	Tol-Pal system protein TolR {ECO:0000255|HAMAP-Rule:MF_02203, ECO:0000305}
1_781	NULL
1_782	Tol-Pal system protein TolB {ECO:0000255|HAMAP-Rule:MF_00671}
1_783	Peptidoglycan-associated lipoprotein {ECO:0000255|HAMAP-Rule:MF_02204}
1_784	Cell division coordinator CpoB {ECO:0000255|HAMAP-Rule:MF_02066, ECO:0000305}
1_785	Quinolinate synthase A {ECO:0000255|HAMAP-Rule:MF_00567}
1_786	Nicotinamide riboside transporter PnuC
1_787	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
1_788	Uncharacterized protein YbgS
1_789	Phospho-2-dehydro-3-deoxyheptonate aldolase
1_790	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase {ECO:0000255|HAMAP-Rule:MF_01039}
1_791	Aldose 1-epimerase
1_792	Galactokinase {ECO:0000255|HAMAP-Rule:MF_00246}
1_793	Putative transposase InsD for insertion element IS2E
1_794	Insertion element IS2A uncharacterized 48.2 kDa protein
1_795	Hypothetical protein
1_796	NULL
1_797	NULL
1_798	ABC transporter ATP-binding protein ModF
1_799	Transcriptional regulator ModE
1_800	Hypothetical protein
1_801	Molybdate-binding protein ModA {ECO:0000303|PubMed:16879982}
1_802	Molybdenum transport system permease protein ModB
1_803	Molybdenum import ATP-binding protein ModC 2 {ECO:0000255|HAMAP-Rule:MF_01705}
1_804	Pyridoxal phosphate phosphatase YbhA
1_805	6-phosphogluconolactonase {ECO:0000255|HAMAP-Rule:MF_01605}
1_806	Uncharacterized HTH-type transcriptional regulator YbhD
1_807	Putative isomerase YraM
1_808	Dicarboxylate transporter 1, chloroplastic
1_809	Uncharacterized protein YbhJ
1_810	Pectinesterase B
1_811	UPF0098 protein YbhB
1_812	L-Lysine--8-amino-7-oxononanoate transaminase {ECO:0000303|PubMed:15880481}
1_813	Biotin synthase {ECO:0000255|HAMAP-Rule:MF_01694}
1_814	8-amino-7-oxononanoate synthase {ECO:0000255|HAMAP-Rule:MF_01693}
1_815	Malonyl-[acyl-carrier protein] O-methyltransferase {ECO:0000255|HAMAP-Rule:MF_00835}
1_816	ATP-dependent dethiobiotin synthetase BioD {ECO:0000255|HAMAP-Rule:MF_00336}
1_817	UvrABC system protein B {ECO:0000255|HAMAP-Rule:MF_00204}
1_818	Putative gluconeogenesis factor {ECO:0000255|HAMAP-Rule:MF_00973}
1_819	GTP 3',8-cyclase {ECO:0000255|HAMAP-Rule:MF_01225}
1_820	Molybdenum cofactor biosynthesis protein B
1_821	Cyclic pyranopterin monophosphate synthase {ECO:0000255|HAMAP-Rule:MF_01224}
1_822	Hypothetical protein
1_823	Molybdopterin synthase catalytic subunit
1_824	Uncharacterized protein BB_0539
1_825	Uncharacterized protein YbhM
1_826	Inner membrane protein YbhN
1_827	Cardiolipin synthase B {ECO:0000255|HAMAP-Rule:MF_01917}
1_828	Uncharacterized protein YbhP
1_829	Inner membrane protein YbhQ
1_830	Probable multidrug ABC transporter permease YbhR {ECO:0000250|UniProtKB:P0AFP9}
1_831	Probable multidrug ABC transporter permease YbhS {ECO:0000250|UniProtKB:P0AFQ2}
1_832	ABC transporter ced-7
1_833	UPF0194 membrane protein YPTB1212 {ECO:0000255|HAMAP-Rule:MF_01304}
1_834	HTH-type transcriptional dual regulator CecR {ECO:0000305}
1_835	ATP-dependent RNA helicase DeaD {ECO:0000255|HAMAP-Rule:MF_00964}
1_836	N-glycosidase YbiA
1_837	ATP-dependent DNA helicase DinG {ECO:0000255|HAMAP-Rule:MF_02205}
1_838	Uncharacterized protein YbiB
1_839	Hydroxycarboxylate dehydrogenase B {ECO:0000250|UniProtKB:P30178}
1_840	Hypothetical protein
1_841	Uncharacterized protein YbiI
1_842	PKHD-type hydroxylase Bamb_4479 {ECO:0000255|HAMAP-Rule:MF_00657}
1_843	Probable TonB-dependent receptor BfrD
1_844	Hypothetical protein
1_845	Ribosomal RNA large subunit methyltransferase F {ECO:0000255|HAMAP-Rule:MF_01848}
1_846	Moderate conductance mechanosensitive channel YbiO
1_847	Arginine transport ATP-binding protein ArtP
1_848	Glutamine transport system permease protein GlnP
1_849	Glutamine-binding periplasmic protein
1_850	DNA protection during starvation protein {ECO:0000255|HAMAP-Rule:MF_01441}
1_851	Threonine/homoserine exporter RhtA
1_852	Outer membrane protein X
1_853	Putative phosphoethanolamine transferase HI_1005
1_854	Hypothetical protein
1_855	Transcriptional regulator MntR
1_856	Inner membrane protein YbiR
1_857	Probable L,D-transpeptidase YnhG
1_858	ATP-binding cassette sub-family F member 2
1_859	Uncharacterized protein YbiU
1_860	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI {ECO:0000303|PubMed:24123841}
1_861	Isethionate sulfite-lyase {ECO:0000303|PubMed:30718429}
1_862	Isethionate sulfite-lyase activating enzyme
1_863	Fructose-6-phosphate aldolase {ECO:0000255|HAMAP-Rule:MF_00496}
1_864	Molybdopterin-synthase sulfurtransferase {ECO:0000255|HAMAP-Rule:MF_03049}
1_865	Molybdopterin molybdenumtransferase
1_866	Isoaspartyl peptidase/L-asparaginase 2 subunit beta
1_867	Oligopeptide transport ATP-binding protein OppF
1_868	Glutathione-binding protein GsiB {ECO:0000250|UniProtKB:P75797}
1_869	Oligopeptide transport system permease protein AppB
1_870	Metal-staphylopine import system permease protein CntC {ECO:0000305}
1_871	Probable cyclic di-GMP phosphodiesterase PdeI {ECO:0000305}
1_872	Probable diguanylate cyclase DgcI {ECO:0000305}
1_873	Ribosomal protein S12 methylthiotransferase RimO {ECO:0000255|HAMAP-Rule:MF_01865}
1_874	Biofilm regulator BssR
1_875	Aldose sugar dehydrogenase YliI {ECO:0000303|PubMed:16864586}
1_876	Glutathione S-transferase GstB
1_877	D-alanyl-D-alanine carboxypeptidase DacD
1_878	Deoxyribose operon repressor
1_879	Putative undecaprenyl-diphosphatase YbjG
1_880	Multidrug resistance protein MdtM
1_881	Uncharacterized protein YbjH
1_882	Sugar phosphatase YbiV
1_883	Inner membrane protein YbjJ
1_884	HTH-type transcriptional regulator RcdA
1_885	Putative transport protein YPA_0617 {ECO:0000255|HAMAP-Rule:MF_01015}
